filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,Fund Size,Holdings,MV,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous MV,Country
1012,FARMERS & MERCHANTS INVESTMENTS INC,4023231619,,,Mid,1780.0,2960564382.0,3.7931,33.6384,5.91,421.0,6.3,423.48,2003-08-20 04:00:00 UTC,18.29,66.21,19.42,77.92,4.91,10.7,8.92,8.01,6.8500000000000005,12.21,10.93,9.11,33.7,20.1397,0001259969,68501,8.0194,0,0,2740770730.0,NE,LINCOLN,2484644.0,0.1479,0.1385,0.8041,-3.25,899017807.0,30.366,"Long-Term Focus,Low BETA Stock Focus","Banks,Trust",2003-08-20 04:00:00 UTC,2740770730.0,United States
357674,FARMERS & MERCHANTS TRUST COMPANY OF CHAMBERSBURG PA,717-261-3621,,,Micro,497.0,243834000.0,30.3241,27.9842,8.43,129.29,7.89,118.86,2017-02-07 05:00:00 UTC,28.83,104.64,27.6,97.4,10.26,15.4,12.58,,10.5,14.57,11.85,,2.4,14.8588,0001697375,17201,24.4947,0,0,195859000.0,PA,CHAMBERSBURG,1097773.0,0.4388,0.1683,0.9086,0.9,116728000.0,47.872,"Long-Term Focus,Low BETA Stock Focus",Trust,2017-02-07 05:00:00 UTC,195859000.0,United States
431197,FARMERS & MERCHANTS TRUST COMPANY OF LONG BEACH,5624370011,,,Small,200.0,404916676.0,10.8247,43.4568,5.02,86.7,3.8,51.51,2019-02-13 05:00:00 UTC,21.63,85.94,14.97,48.72,9.2,13.209999999999999,,,4.07,8.260000000000002,,,11.9,14.3814,0001737090,90802,6.9479,0,0,378611035.0,CA,LONG BEACH,330673.0,0.3967,0.1589,0.9115,0.27,41589105.0,10.271,Low BETA Stock Focus,Trust,2019-02-13 05:00:00 UTC,378611035.0,United States
484,FARMERS TRUST COMPANY,330-743-7000,,,Small,182.0,496676869.0,12.4294,33.1901,1.43,396.28,3.18,374.42,2005-03-01 05:00:00 UTC,12.96,60.61,16.86,80.22,3.63,9.94,9.25,9.3,6.460000000000001,12.5,11.23,10.58,22.0,31.3729,0001318055,44512,3.5961,0,0,479435829.0,OH,YOUNGSTOWN,1050528.0,0.0528,0.148,0.8511,-4.8,83532701.0,16.818,"Long-Term Focus,Low BETA Stock Focus",Trust,2005-03-01 05:00:00 UTC,479435829.0,United States
676947,FARRELL FINANCIAL LLC,7169835551,,,Micro,71.0,122132227.0,,52.6022,0.0,0.0,,,2024-07-24 04:00:00 UTC,0.0,,,,,,,,,,,,0.0,0.0,0002031235,14127,,0,0,0.0,NY,ORCHARD PARK,1364616.0,,,,,103229513.0,84.523,"","",2024-07-24 04:00:00 UTC,0.0,United States
660075,FARROW FINANCIAL INC.,8027284287,,,Micro,53.0,142619274.0,3.7736,49.6248,6.53,4.96,5.97,4.91,2024-02-08 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.9,0.9623,0002010644,05060,7.3182,0,0,132893899.0,VT,RANDOLPH,203646.0,-0.0758,0.1859,1.0666,,66182890.0,46.405,"",Investment Advisor,2024-02-08 05:00:00 UTC,132893899.0,United States
645686,"FARTHER FINANCE ADVISORS, LLC",415-827-7371,,,Small,3796.0,1643817045.0,11.9336,30.0192,5.61,22.23,5.63,22.99,2023-09-12 04:00:00 UTC,18.16,0.0,18.95,,,,,,,,,,2.5,3.4218,0001992825,94105,18.26,1,0,1390002526.0,CA,SAN FRANCISCO,6031675.0,0.3936,0.1069,0.7457,,1076886564.0,65.511,"",Investment Advisor,2023-09-12 04:00:00 UTC,1390002526.0,United States
254118,"FAS WEALTH PARTNERS, INC.",913-239-2300,39,42,Small,465.0,1128451683.0,11.435,37.8262,4.39,135.58,3.98,129.97,2014-01-24 05:00:00 UTC,20.44,59.83,18.14,60.14,4.67,9.83,8.200000000000001,8.23,3.71,9.87,8.59,8.43,14.9,17.3543,0001596957,66224,7.2158,0,0,1052505255.0,KS,LEAWOOD,980633.0,0.1156,0.1569,0.8702,-4.29,842133685.0,74.627,"FINANCE concentrated,Long-Term Focus,ETF Investor",Investment Advisor,2014-01-24 05:00:00 UTC,1052505255.0,United States
94636,FAYEZ SAROFIM & COMPANY,7136544484,41,54,Large,299.0,33553310836.0,7.6923,41.9404,6.82,364.33,6.68,377.44,2004-11-15 05:00:00 UTC,21.24,73.7,20.72,86.58,7.02,11.68,9.87,9.139999999999999,7.779999999999999,13.29,10.100000000000001,9.180000000000001,17.8,25.2683,0000937729,77010,2.5367,0,0,32723236637.0,TX,HOUSTON,53650044.0,0.2766,0.1505,0.9025,-1.53,22677283.0,0.068,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2004-11-15 05:00:00 UTC,32723236637.0,United States
349618,FC ADVISORY LLC,4848870452,28,28,Small,99.0,271483999.0,6.3158,55.5147,3.28,74.7,3.31,80.53,2016-10-31 04:00:00 UTC,15.16,43.45,17.46,48.35,2.37,7.48,6.8500000000000005,,2.4699999999999998,8.21,7.340000000000001,,18.5,16.8737,0001683754,19380,4.9613,0,0,258651482.0,PA,WEST CHESTER,164341.0,-0.0367,0.1292,0.7032,-5.55,265205822.0,97.687,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus,ETF Investor",Investment Advisor,2016-10-31 04:00:00 UTC,258651482.0,United States
1016,FCA CORP,7137812856,31,23,Small,183.0,309139944.0,2.1858,22.2462,3.37,283.96,3.47,326.59,2002-02-11 05:00:00 UTC,12.89,38.33,13.3,40.44,2.17,6.7,5.16,4.81,2.33,7.03,5.55,5.1,11.7,23.5847,0001166402,77057,6.2772,0,0,290880912.0,TX,HOUSTON,547843.0,-0.0551,0.1225,0.699,-5.43,175001537.0,56.609,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2002-02-11 05:00:00 UTC,290880912.0,United States
260956,FCF ADVISORS LLC,212-217-2597,67,75,Small,167.0,399792959.0,29.4521,25.6871,-0.03,238.32,1.2,237.03,2015-12-24 05:00:00 UTC,20.74,145.68,20.11,146.28,13.569999999999999,19.689999999999998,16.81,,13.18,19.75,16.66,,4.0,5.5,0001604903,10105,16.0894,0,0,344383823.0,NY,NEW YORK,1493698.0,0.6747,0.1606,0.8753,5.1,0.0,0.0,Low BETA Stock Focus,Investment Advisor,2015-12-24 05:00:00 UTC,344383823.0,United States
660543,FCG INVESTMENT COMPANY,901.309.2681,,,Micro,102.0,125036360.0,14.0,38.0856,5.95,5.84,6.74,6.31,2024-02-13 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.9,0.88,0002011697,38138,22.552,0,0,102027216.0,TN,GERMANTOWN,349732.0,-0.0853,0.1267,0.6231,,6434553.0,5.146,"",Investment Advisor,2024-02-13 05:00:00 UTC,102027216.0,United States
662966,FCPM III SERVICES B.V.,31356993000,,,Small,6.0,707348026.0,0.0,100.0,-0.67,-13.41,1.67,-7.55,2024-03-07 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.0,1.0,0002013410,1411 DC,108.4138,0,0,339395994.0,P7,NAARDEN,2714335.0,-0.185,0.4701,2.8147,,0.0,0.0,"","",2024-03-07 05:00:00 UTC,339395994.0,NETHERLANDS
198360,"FDX ADVISORS, INC.",312-827-2800,34,49,Small,675.0,658827000.0,95.1429,25.5483,5.0,110.89,5.04,120.25,2013-01-29 05:00:00 UTC,22.53,61.06,25.23,64.24,1.9800000000000002,10.0,8.43,6.79,3.1199999999999997,10.43,8.55,6.98,3.3,25.5714,0001566601,60606,-49.0567,0,0,1293255000.0,IL,CHICAGO,9996878.0,-0.0432,0.2004,0.9601,-8.15,308641000.0,46.847,Long-Term Focus,Investment Advisor,2013-01-29 05:00:00 UTC,1293255000.0,United States
94692,FEDERATED EQUITY MANAGEMENT COMPANY OF PENNSYLVANIA,412-288-1900,,,Mid,989.0,9006546967.0,4.5501,32.1064,0.0,0.0,,,2005-11-10 05:00:00 UTC,0.0,0.0,,,,,,,,,,,2.2,3.5915,0001279012,15222,,0,0,0.0,PA,PITTSBURGH,0.0,,,,,177760.0,0.002,"","",2005-11-10 05:00:00 UTC,0.0,United States
14475,FEDERATED GLOBAL INVESTMENT MANAGEMENT CORP,412-288-1900,,,Large,812.0,10947761394.0,21.5517,17.8946,0.0,0.0,,,2005-11-10 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.7,2.548,0001086431,10178-0002,,0,0,0.0,NY,NEW YORK,0.0,,,,,22846.0,0.0,"",Investment Advisor,2005-11-10 05:00:00 UTC,0.0,United States
1018,"FEDERATED HERMES, INC.",4122881900,,,Large,2202.0,43424648505.0,15.8038,13.222,9.79,359.54,9.17,412.02,2001-05-11 04:00:00 UTC,17.88,42.29,17.22,49.75,2.44,7.31,6.58,6.58,3.83,8.41,7.3999999999999995,7.6899999999999995,9.1,26.5482,0001056288,15222,7.8036,0,0,40281263610.0,PA,PITTSBURGH,225779184.0,-0.0277,0.1442,0.7688,-5.51,138420220.0,0.319,"Long-Term Focus,Low BETA Stock Focus,Value Investor",Investment Advisor,2001-05-11 04:00:00 UTC,40281263610.0,United States
104416,FEDERATED INVESTMENT COUNSELING,18003417400,,,Mid,451.0,5387094517.0,5.9867,35.3576,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.0,3.4213,0000819684,15222,,0,0,0.0,PA,PITTSBURGH,0.0,,,,,231476.0,0.004,"","Investment Advisor,Hedge Fund",,0.0,United States
104422,FEDERATED INVESTMENT MANAGEMENT COMPANY,4122888239,,,Micro,90.0,113908860.0,14.4444,74.6719,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.1,3.0222,0001086433,15222-3779,,0,0,0.0,PA,PITTSBURGH,0.0,,,,,74301137.0,65.229,"","",,0.0,United States
93882,FEDERATED MDTA LLC,617-234-2200,,,Mid,1139.0,8905987909.0,12.4671,16.948,0.0,74.33,,63.12,2001-07-17 04:00:00 UTC,12.38,72.97,12.79,67.72,3.4299999999999997,11.58,11.61,3.62,2.52,10.9,10.8,3.25,1.8,2.9069,0001056508,15222-3779,,0,0,0.0,PA,PITTSBURGH,0.0,0.0452,0.0,1.126,-7.84,11141405.0,0.125,"","Investment Advisor,Hedge Fund",2001-07-17 04:00:00 UTC,0.0,United States
670147,FEDERATION DES CAISSES DESJARDINS DU QUEBEC,418 835 8444,,,Large,2527.0,13847513413.0,,24.2023,3.76,0.0,3.32,,2024-05-15 04:00:00 UTC,0.0,0.0,,,,,,,,,,,0.0,0.0,0002022297,G6V5C1,,53,67,0.0,A8,LEVIS,201413273.0,0.0,0.0,,,2298348717.0,16.598,"","",2024-05-15 04:00:00 UTC,0.0,Canada
622973,"FEE-ONLY FINANCIAL PLANNING, L.C.",540-467-0901,,,Micro,42.0,148172704.0,4.878,87.0926,4.75,17.81,5.07,26.39,2023-02-03 05:00:00 UTC,22.22,0.0,25.86,,,,,,,,,,4.9,4.5366,0001954044,29909,7.0209,0,0,138452110.0,SC,OKATIE,13269.0,0.196,0.1461,0.9738,,138930402.0,93.762,"",Investment Advisor,2023-02-03 05:00:00 UTC,138452110.0,United States
33840,FELD PETER A,650-527-2900,,,Mid,23.0,4840291174.0,8.6957,79.3162,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.0,3.087,0001410600,33301,,1,0,0.0,FL,FORT LAUDERDALE,0.0,,,,,314918300.0,6.506,"","",,0.0,United States
461576,FENGHE FUND MANAGEMENT PTE. LTD.,62218805,77,92,Small,28.0,793855136.0,42.8571,75.299,9.58,27.55,2.7,79.88,2021-02-03 05:00:00 UTC,84.71,0.0,86.38,,8.97,,,,21.97,,,,0.9,1.76,0001660531,049909,39.3658,0,0,569619764.0,U0,SINGAPORE,9015932.0,0.186,0.3256,0.8926,-0.36,0.0,0.0,"INFORMATION TECHNOLOGY concentrated,Short-Term Focus","Investment Advisor,Hedge Fund",2021-02-03 05:00:00 UTC,569619764.0,SINGAPORE
1021,FENIMORE ASSET MANAGEMENT INC,5182344393,73,76,Mid,98.0,4734834182.0,4.1237,40.1517,5.95,770.65,4.32,782.16,2001-05-11 04:00:00 UTC,30.67,87.61,29.78,87.32,7.7700000000000005,13.41,12.620000000000001,12.27,7.720000000000001,13.370000000000001,12.870000000000001,12.78,24.0,28.1237,0000884566,12043,9.9216,0,0,4307465404.0,NY,COBLESKILL,2186587.0,0.2584,0.1908,1.0918,-2.07,6375053.0,0.135,Long-Term Focus,"Investment Advisor,Hedge Fund",2001-05-11 04:00:00 UTC,4307465404.0,United States
463157,FERGUSON SHAPIRO LLC,404-567-6771,28,14,Micro,47.0,217110336.0,38.0952,82.5189,3.46,19.08,3.35,-0.75,2020-02-10 05:00:00 UTC,13.12,0.0,8.5,,1.34,,,,-1.23,,,,2.0,4.0238,0001767433,30030,4.6917,0,0,207380654.0,GA,DECATUR,2391676.0,-0.1421,0.1058,0.5401,-5.23,169984620.0,78.294,"FINANCE concentrated,Short-Term Focus,Low BETA Stock Focus,ETF Investor",Investment Advisor,2020-02-10 05:00:00 UTC,207380654.0,United States
1022,"FERGUSON WELLMAN CAPITAL MANAGEMENT, INC",5032261444,54,68,Mid,378.0,4903377299.0,7.3569,36.5361,4.28,372.17,5.44,391.78,2001-05-07 04:00:00 UTC,24.39,102.77,24.98,111.67,9.71,15.190000000000001,14.649999999999999,11.91,10.530000000000001,16.18,15.6,12.65,14.8,30.9564,0000869353,97204,9.8655,0,0,4463072420.0,OR,PORTLAND,4420850.0,0.3999,0.1707,0.9393,0.31,271602664.0,5.539,Long-Term Focus,Investment Advisor,2001-05-07 04:00:00 UTC,4463072420.0,United States
514324,"FERMATA ADVISORS, LLC",(707) 938-7414,17,17,Small,235.0,443929007.0,33.4906,36.8099,2.87,1.6,3.07,-0.25,2021-05-18 04:00:00 UTC,8.23,0.0,8.69,,0.53,,,,-0.08,,,,1.2,5.0425,0001859259,95476,5.8708,0,0,419312159.0,CA,SONOMA,3434637.0,-0.1772,0.1314,0.7167,-7.35,391581922.0,88.208,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2021-05-18 04:00:00 UTC,419312159.0,United States
500693,FERNBRIDGE CAPITAL MANAGEMENT LP,424-427-5850,60,73,Small,23.0,1302629728.0,26.087,70.0213,1.94,19.59,0.86,37.22,2021-02-12 05:00:00 UTC,37.44,0.0,36.29,,5.489999999999999,,,,8.870000000000001,,,,4.8,6.4737,0001827734,90025,10.3681,0,0,1180258980.0,CA,LOS ANGELES,3080625.0,0.1221,0.2153,1.0763,-4.96,0.0,0.0,"","Investment Advisor,Hedge Fund",2021-02-12 05:00:00 UTC,1180258980.0,United States
255336,"FERNWOOD INVESTMENT MANAGEMENT, LLC",617-376-4750,59,63,Small,718.0,343466334.0,73.1198,28.5591,2.22,215.48,2.17,173.47,2014-02-06 05:00:00 UTC,35.91,129.5,32.83,94.07,10.26,18.07,14.879999999999999,11.67,8.34,14.180000000000001,13.33,10.209999999999999,8.0,5.9107,0001570296,02169,13.2426,2,0,303301324.0,MA,QUINCY,1771802.0,0.3942,0.1861,0.9684,0.98,94812888.0,27.605,Long-Term Focus,"Investment Advisor,Hedge Fund",2014-02-06 05:00:00 UTC,303301324.0,United States
660909,"FF ADVISORS,LLC",(310) 598-8481,,,Micro,87.0,144643617.0,8.1395,44.3039,4.93,3.97,5.18,4.2,2024-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.8,0.9302,0002011904,90266,20.444,0,0,120091963.0,CA,MANHATTAN BEACH,933790.0,-0.1471,0.1208,0.6791,,128286386.0,88.691,"",Investment Advisor,2024-02-14 05:00:00 UTC,120091963.0,United States
633798,FFG RETIREMENT ADVISORS LLC,(303) 327-8100,,,Micro,48.0,142008099.0,17.7778,54.0679,4.67,15.2,4.07,14.64,2023-05-11 04:00:00 UTC,14.69,0.0,13.17,,,,,,,,,,2.6,3.4667,0001966438,80111,9.6833,0,0,129471038.0,CO,CENTENNIAL,961438.0,0.1877,0.1092,0.7419,,139578497.0,98.289,"",Investment Advisor,2023-05-11 04:00:00 UTC,129471038.0,United States
327939,FFT WEALTH MANAGEMENT LLC,610-545-6100,38,54,Small,159.0,1161524435.0,17.5325,79.2656,5.59,93.64,5.09,127.99,2016-02-11 05:00:00 UTC,20.58,48.2,23.32,68.29,4.19,8.19,6.74,,5.79,10.97,8.86,,4.5,7.1104,0001653199,19102,0.539,0,0,1155297309.0,PA,PHILADELPHIA,10180800.0,0.087,0.1543,0.9346,-4.59,998548012.0,85.969,"FINANCE concentrated,Low BETA Stock Focus",Investment Advisor,2016-02-11 05:00:00 UTC,1155297309.0,United States
514269,"FI3 FINANCIAL ADVISORS, LLC",317-426-8800,55,62,Micro,92.0,217437592.0,25.0,75.9148,4.44,25.58,3.93,27.25,2021-05-17 04:00:00 UTC,21.98,0.0,20.56,,7.89,,,,8.36,,,,10.4,6.5116,0001862427,46290,3.603,0,0,209875735.0,IN,INDIANAPOLIS,326957.0,0.2701,0.1869,1.032,-2.08,151430363.0,69.643,FINANCE concentrated,Investment Advisor,2021-05-17 04:00:00 UTC,209875735.0,United States
106658,FIAM LLC,800-515-2795,,,Large,1687.0,83944166069.0,8.358,21.2965,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.4,3.3515,0001385495,02917,,1,0,0.0,RI,SMITHFIELD,0.0,,,,,67807288.0,0.081,"","Investment Advisor,Hedge Fund",,0.0,United States
623426,FIDANTE PARTNERS LTD,61 2 9994 7000,,,Large,49.0,10617494505.0,16.3265,62.4933,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.2,1.898,0001964205,2000,,0,0,0.0,C3,SYDNEY NSW,0.0,,,,,0.0,0.0,"","",,0.0,AUSTRALIA
568743,FIDATO WEALTH LLC,440-572-5552,,,Micro,10.0,111531943.0,0.0,100.0,2.51,6.86,4.49,15.13,2022-05-04 04:00:00 UTC,19.94,0.0,22.73,,,,,,,,,,1.0,1.0,0001711360,44130,6.4576,0,0,104766550.0,OH,MIDDLEBURG HEIGHTS,16156.0,-0.0324,0.1909,0.9747,,109712161.0,98.368,"",Investment Advisor,2022-05-04 04:00:00 UTC,104766550.0,United States
279582,"FIDELIDADE-COMPANHIA DE SEGUROS, S.A.",351-213238221,,,Micro,31.0,25886616.0,3.2258,63.504,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.3,3.1935,0001623510,00000,,0,0,0.0,S1,LISBOA,0.0,,,,,0.0,0.0,"","",,0.0,PORTUGAL
621492,"FIDELIS CAPITAL PARTNERS, LLC",8139346246,,,Small,391.0,658575459.0,19.7889,34.0254,8.77,46.64,7.78,47.55,2023-01-20 05:00:00 UTC,34.42,0.0,30.88,,,,,,,,,,3.2,3.1055,0001962755,33607-5765,45.6573,0,0,452140427.0,FL,TAMPA,3290144.0,0.8205,0.1355,0.9265,,219248913.0,33.291,"",Investment Advisor,2023-01-20 05:00:00 UTC,452140427.0,United States
545410,"FIDELIS IM, LLC",5417701311,,,Micro,18.0,199166000.0,11.1111,94.4735,3.16,5.02,3.35,4.52,2021-12-09 05:00:00 UTC,13.54,0.0,15.08,,,,,,,,,,9.6,8.8889,0001894206,97504,7.2284,0,0,185740000.0,OR,MEDFORD,79322.0,-0.0864,0.1409,0.7315,,197655000.0,99.241,"",Investment Advisor,2021-12-09 05:00:00 UTC,185740000.0,United States
9884,FIDELITY D & D BANCORP INC,5703428281,,,Micro,111.0,133086539.0,14.5631,53.4654,2.44,17.43,1.4,15.43,2023-11-30 05:00:00 UTC,17.43,0.0,15.43,,,,,,,,,,1.8,1.7864,0001098151,18512,3.4809,0,0,128609718.0,PA,DUNMORE,465901.0,0.206,0.1343,0.87,,85596417.0,64.316,"",Banks,2023-11-30 05:00:00 UTC,128609718.0,United States
566562,FIDELITY DIVERSIFYING SOLUTIONS LLC,617-563-7000,,,Small,653.0,859034923.0,7.5038,33.4761,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,0.7,0.925,0001923624,02210,,1,1,0.0,MA,BOSTON,0.0,,,,,17135701.0,1.995,"","Investment Advisor,Hedge Fund",,0.0,United States
106638,FIDELITY INSTITUTIONAL ASSET MANAGEMENT TRUST COMPANY,800-515-2795,,,Large,939.0,27133506470.0,11.8211,22.256,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.6,3.0937,0001385494,02917,,0,0,0.0,RI,SMITHFIELD,0.0,,,,,364431315.0,1.343,"",Trust,,0.0,United States
556227,FIDELITY INVESTMENTS CANADA ULC,416-307-5300,,,Large,397.0,37708551412.0,15.869,35.5338,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.8,2.9395,0001899384,ON M5G-2N7,,0,0,0.0,Z4,TORONTO,0.0,,,,,141007335.0,0.374,"","",,0.0,Canada
431175,FIDELITY MANAGEMENT & RESEARCH (CANADA) ULC,416-307-5300,,,Mid,12.0,4170883183.0,8.3333,99.9316,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.5,3.5833,0001759275,M5G 2N7,,0,0,0.0,A6,TORONTO,0.0,,,,,4170883183.0,100.0,"","",,0.0,Canada
289125,FIDELITY MANAGEMENT & RESEARCH (HONG KONG) LTD,852 3711 9345,,,Small,29.0,1525696072.0,6.8966,87.5118,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.6,3.1724,0001630052,00000,,0,0,0.0,K3,HONG KONG,0.0,,,,,0.0,0.0,"",Investment Advisor,,0.0,HONG KONG
106653,FIDELITY MANAGEMENT & RESEARCH COMPANY LLC,6175707000,,,Mega,3865.0,1037228739557.0,2.3545,34.5229,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.9,3.8028,0000035368,02210,,2,0,0.0,MA,BOSTON,0.0,,,,,6103411503.0,0.588,"",Investment Advisor,,0.0,United States
106655,FIDELITY MANAGEMENT TRUST COMPANY,617-563-7000,,,Large,860.0,149000570967.0,8.3721,51.4632,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.7,3.3977,0000715091,02210,,0,0,0.0,MA,BOSTON,0.0,,,,,0.0,0.0,"",Trust,,0.0,United States
1030,"FIDELITY NATIONAL FINANCIAL, INC.",904-854-8100,77,56,Mid,29.0,5036786339.0,27.5862,96.3002,2.89,242.56,-7.35,140.34,2006-02-14 05:00:00 UTC,17.38,84.0,82.89,36.23,8.260000000000002,12.97,10.33,8.51,-1.23,6.38,6.58,8.16,8.3,17.4167,0001331875,32204,-9.8699,0,0,5588352610.0,FL,JACKSONVILLE,1680596.0,0.2683,0.2009,0.724,1.21,0.0,0.0,Low BETA Stock Focus,"",2006-02-14 05:00:00 UTC,5588352610.0,United States
621216,FIDUCIARY ALLIANCE LLC,8643857999,,,Small,210.0,566639827.0,20.4082,34.2431,6.61,25.28,5.8,27.0,2023-01-19 05:00:00 UTC,23.84,0.0,22.13,,,,,,,,,,4.3,3.9796,0001954805,29601,11.5884,0,0,507794419.0,SC,GREENVILLE,1667135.0,0.3962,0.1292,0.8855,,182172638.0,32.15,"",Investment Advisor,2023-01-19 05:00:00 UTC,507794419.0,United States
1033,FIDUCIARY COUNSELLING INC,651-228-0935,,,Micro,9.0,36625306.0,0.0,100.0,8.68,312.46,0.82,350.09,2004-02-13 05:00:00 UTC,26.08,91.08,18.52,96.14,7.9,13.83,9.030000000000001,8.28,6.21,14.42,9.56,8.790000000000001,22.2222,23.5556,0001270764,55101-4390,7.8704,0,0,33953069.0,MN,SAINT PAUL,486.0,0.2925,0.1714,0.9642,-1.02,12505793.0,34.145,"Large-Cap Focus,FINANCE concentrated,Long-Term Focus,ETF Investor",Investment Advisor,2004-02-13 05:00:00 UTC,33953069.0,United States
669305,"FIDUCIARY FAMILY OFFICE, LLC",(561) 353-4440,,,Small,238.0,255070949.0,22.2689,34.7536,4.52,3.65,4.01,4.47,2024-05-07 04:00:00 UTC,0.0,0.0,,,,,,,,,,,0.7,0.8894,0002020280,33432,11.5493,0,0,228662055.0,FL,BOCA RATON,1000372.0,-0.1144,0.1659,0.9328,,30532860.0,11.97,"",Investment Advisor,2024-05-07 04:00:00 UTC,228662055.0,United States
304170,"FIDUCIARY GROUP, LLC",9123039000,16,29,Small,271.0,917901275.0,5.5351,31.9859,3.0,144.56,3.69,130.02,2015-07-30 04:00:00 UTC,22.27,65.55,20.13,62.88,4.33,10.61,10.459999999999999,,4.87,10.25,9.75,,15.7,21.6097,0001645890,31406,7.5318,0,0,853608757.0,GA,SAVANNAH,587315.0,0.1041,0.143,0.8296,-4.06,266531509.0,29.037,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2015-07-30 04:00:00 UTC,853608757.0,United States
1036,FIDUCIARY MANAGEMENT INC,4142264545,52,59,Large,71.0,11230022141.0,9.8592,31.009,7.67,871.6,8.93,841.18,2001-04-09 04:00:00 UTC,29.57,67.46,33.1,70.71,6.660000000000001,10.86,10.17,9.89,7.7,11.29,10.32,9.84,10.6,18.2353,0000764532,53202,5.0426,0,0,10690920432.0,WI,MILWAUKEE,10589102.0,0.2254,0.1685,0.9469,-2.27,1230208.0,0.011,Value Investor,Investment Advisor,2001-04-09 04:00:00 UTC,10690920432.0,United States
464003,FIDUCIARY PLANNING LLC,610-399-1500,61,31,Small,59.0,264429707.0,16.0714,75.6398,6.6,89.44,4.52,53.8,2020-02-14 05:00:00 UTC,24.97,0.0,16.5,,9.9,,,,4.19,,,,1.2,5.8571,0001792851,33065,12.5418,0,0,234961427.0,FL,CORAL SPRINGS,408211.0,0.4475,0.1572,0.8198,0.98,237212635.0,89.707,"FINANCE concentrated,Low BETA Stock Focus",Investment Advisor,2020-02-14 05:00:00 UTC,234961427.0,United States
1038,FIDUCIARY TRUST COMPANY,6174825270,,,Mid,660.0,6517181356.0,8.4848,43.741,7.25,293.92,7.76,227.67,2001-05-15 04:00:00 UTC,21.22,127.6,23.58,119.9,8.99,17.88,14.01,11.34,8.42,17.07,13.71,10.83,19.2,30.6729,0000035442,02109,8.8876,0,0,5985238899.0,MA,BOSTON,5827856.0,0.3991,0.1546,0.8719,0.37,2745442021.0,42.126,Long-Term Focus,Trust,2001-05-15 04:00:00 UTC,5985238899.0,United States
93824,FIDUCIARY TRUST COMPANY INTERNATIONAL,212-632-3025,,,Large,1871.0,17938369404.0,7.6964,32.8089,0.0,93.47,,81.73,2001-05-11 04:00:00 UTC,10.78,98.24,9.38,87.94,8.17,14.67,13.41,5.88,7.340000000000001,13.450000000000001,13.05,5.28,3.6,3.3046,0000941407,10017,,3,0,0.0,NY,NEW YORK,0.0,0.5893,0.0,0.8718,-0.31,1900846255.0,10.597,"",Trust,2001-05-11 04:00:00 UTC,0.0,United States
190413,FIDUCIARY TRUST COMPANY INTERNATIONAL OF PENNSYLVANIA,610-975-4330,,,Mid,601.0,4513165984.0,2.1631,25.0149,0.0,129.47,,123.98,2012-10-23 04:00:00 UTC,9.42,59.1,10.95,62.62,10.54,9.73,10.780000000000001,,11.67,10.209999999999999,10.780000000000001,,3.3,3.8502,0001560808,19087,,0,0,0.0,PA,RADNOR,0.0,0.539,0.0,0.8513,1.4,721886047.0,15.995,"",Trust,2012-10-23 04:00:00 UTC,0.0,United States
