filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,WhaleScore Qtr Equal-Wt,Fund Size,Holdings,13F AUM,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Option AUM,Option AUM Percentage,Call AUM,Call AUM Percentage,PUT AUM,PUT AUM Percentage,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous 13F AUM,Country,Date Filed
773,"CULLEN CAPITAL MANAGEMENT, LLC",212-644-1800,45,47,40,Mid,223.0,8656930816.0,14.7982,28.1972,0.36,288.11,0.4,287.74,2006-05-15 04:00:00 UTC,9.93,77.5,10.82,77.4,7.85,12.16,8.03,8.25,8.24,12.15,8.08,8.290000000000001,2.8,19.5561,0001362535,10022,0.8308,0,0,8585605190.0,NY,NEW YORK,23927279.0,0.2227,0.1526,0.7719,-4.22,36374361.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus,Value Investor","Investment Advisor,Hedge Fund",2006-05-15 04:00:00 UTC,8585605190.0,United States,2025-05-15
119648,"CULLEN INVESTMENT GROUP, LTD.",337-237-8000,,,,Small,183.0,659377149.0,8.7432,39.0062,-3.0,15.8,-2.41,18.15,2024-01-30 05:00:00 UTC,12.01,0.0,13.68,,,,,,,,,,4.1,4.6358,0000797203,70503,-2.7479,0,0,678008210.0,LA,LAFAYETTE,744530.0,0.0448,0.1118,0.8222,,2930848.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,"","Broker-Dealer,Investment Advisor",2024-01-30 05:00:00 UTC,678008210.0,United States,2025-04-01
774,"CULLEN/FROST BANKERS, INC.",210-220-4011,,,,Mid,1516.0,7137867697.0,27.5066,28.0272,-3.74,481.04,-3.62,427.74,2001-05-04 04:00:00 UTC,13.21,103.71,12.44,109.06,15.98,15.290000000000001,13.34,13.0,15.870000000000001,15.89,14.78,13.750000000000002,16.3,20.895,0000039263,78205,-2.4407,0,0,7316443673.0,TX,SAN ANTONIO,4652174.0,0.682,0.1798,1.0279,1.64,1913383755.0,26.806,0.0,0.0,0.0,0.0,0.0,0.0,Long-Term Focus,"Commercial Bank,Banks",2001-05-04 04:00:00 UTC,7316443673.0,United States,2025-05-02
775,CULLINAN ASSOCIATES INC,5028930300,57,68,53,Small,226.0,1414555073.0,8.4071,40.5808,-2.88,606.05,-4.03,539.94,2002-07-02 04:00:00 UTC,14.5,88.29,15.16,85.83,13.930000000000001,13.489999999999998,13.3,11.48,15.260000000000002,13.19,14.49,12.509999999999998,25.9,30.4352,0001161670,40207,-9.2019,0,0,1557912359.0,KY,LOUISVILLE,1097236.0,0.5982,0.1605,0.8995,0.3,42224389.0,2.985,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2002-07-02 04:00:00 UTC,1557912359.0,United States,2025-04-22
657660,"CULTIVAR CAPITAL, INC.",940-600-4553,,,,Micro,32.0,124294149.0,15.625,93.173,-1.28,13.09,0.04,7.39,2024-01-17 05:00:00 UTC,9.79,0.0,4.09,,,,,,,,,,4.7,4.2581,0001989476,76201,8.816,0,0,114224155.0,TX,DENTON,83587.0,-0.0295,0.1189,0.5578,,104605519.0,84.16,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2024-01-17 05:00:00 UTC,114224155.0,United States,2025-04-18
776,CUMBERLAND ADVISORS INC,800-257-7013,69,65,71,Micro,52.0,220575184.0,11.5385,69.603,-1.97,375.45,-1.5,393.2,2005-02-04 05:00:00 UTC,8.85,103.58,9.32,91.15,12.75,15.28,10.299999999999999,9.77,12.34,13.83,9.89,9.65,8.8,13.0816,0001255435,34237,-11.992,0,0,250630874.0,FL,SARASOTA,380211.0,0.4384,0.1943,1.0527,-2.61,149280745.0,67.678,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor",Investment Advisor,2005-02-04 05:00:00 UTC,250630874.0,United States,2025-05-09
422810,CUMBERLAND INVESTMENT COUNSEL INC.,416-482-5337,,,,Small,131.0,485636057.0,21.374,29.8526,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,4.4,4.2214,0001759068,M5R 3K5,,0,0,0.0,A6,TORONTO,0.0,,,,,19860635.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,"","",,0.0,Canada,
215303,CUMBERLAND PARTNERS LTD,416-929-1090,41,57,40,Small,196.0,1296595409.0,30.6122,37.7833,-3.2,184.0,-2.77,201.96,2013-07-10 04:00:00 UTC,10.22,96.79,11.81,102.33,11.27,14.499999999999998,10.25,8.790000000000001,12.13,15.14,10.47,9.17,10.2,11.869,0001578985,M5R 3K5,-9.5791,0,0,1433954785.0,A6,TORONTO,2983223.0,0.4179,0.1667,0.9831,-2.62,37921003.0,2.925,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus","",2013-07-10 04:00:00 UTC,1433954785.0,Canada,2025-05-09
99878,CUMBERLAND PRIVATE WEALTH MANAGEMENT INC.,416 929 1090,,,,Small,93.0,746992351.0,13.9785,47.7826,0.0,39.15,,38.37,,29.86,0.0,28.73,,,,,,,,,,3.3,5.2151,0001432671,M5R 3K5,,0,0,0.0,A6,TORONTO,0.0,0.5896,0.124,0.9391,,16002471.0,2.142,0.0,0.0,0.0,0.0,0.0,0.0,"","",,0.0,Canada,
472388,"CUNNING CAPITAL PARTNERS, LP",(919) 607-2640,67,74,76,Micro,57.0,156892000.0,10.5263,38.7203,-5.08,149.33,-6.78,127.58,2020-05-27 04:00:00 UTC,33.34,135.99,29.25,116.26,21.26,18.73,,,20.599999999999998,16.68,,,5.0,10.037,0001571075,27560,-5.9682,0,0,166850000.0,NC,MORRISVILLE,206216.0,0.8102,0.2167,1.1791,5.52,5977000.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,"","Hedge Fund,Investment Advisor",2020-05-27 04:00:00 UTC,166850000.0,United States,2025-05-14
698375,"CURA WEALTH ADVISORS, LLC",312-320-0058,,,,Micro,110.0,247122327.0,17.2727,68.6419,-3.77,-1.74,-5.55,-6.76,2025-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.9,0.8667,0002056729,60601,9.2975,0,0,226100670.0,IL,CHICAGO,1705649.0,-0.3595,0.1641,0.9483,,41947200.0,16.974,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-02-14 05:00:00 UTC,226100670.0,United States,2025-05-15
704280,"CURAT GLOBAL, LLC",603-306-1230,,,,Micro,304.0,82057484.0,,29.8818,-2.88,0.0,-3.13,,2025-04-11 04:00:00 UTC,0.0,0.0,,,,,,,,,,,0.0,0.0,0002063003,03284,,0,0,0.0,NH,SPRINGFIELD,894049.0,0.0,0.0,,,23130692.0,28.188,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-04-11 04:00:00 UTC,0.0,United States,2025-04-11
443769,CURATED WEALTH PARTNERS LLC,3103560830,67,92,71,Small,165.0,772925295.0,23.0303,83.2105,-4.92,50.09,-9.01,82.06,2021-02-16 05:00:00 UTC,11.65,0.0,20.3,,15.72,,,,31.5,,,,2.9,9.3867,0001781284,90245,-11.7674,0,0,876008614.0,CA,EL SEGUNDO,402927.0,0.5749,0.2021,1.0921,0.13,114942842.0,14.871,0.0,0.0,0.0,0.0,0.0,0.0,FINANCE concentrated,"Investment Advisor,Hedge Fund",2021-02-16 05:00:00 UTC,876008614.0,United States,2025-04-15
417963,CURATIVE VENTURES V LLC,972-979-7800,,,,Micro,1.0,32966709.0,0.0,100.0,-36.61,-93.38,-36.61,-93.38,2022-02-14 05:00:00 UTC,33.96,0.0,33.96,,-50.92,,,,-50.92,,,,13.0,13.0,0001754072,75219,-9.0623,0,0,36251986.0,TX,DALLAS,0.0,-0.2382,2.3082,1.9283,-71.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"HEALTH CARE concentrated,High BETA Stock Focus",Investment Advisor,2022-02-14 05:00:00 UTC,36251986.0,United States,2025-04-30
264358,CURBSTONE FINANCIAL MANAGEMENT CORP,603-624-8462,27,34,27,Small,201.0,474453327.0,9.9502,33.6359,-3.85,118.04,-3.37,95.98,2014-05-15 04:00:00 UTC,5.65,53.33,5.72,46.25,8.64,8.92,7.9799999999999995,7.57,8.200000000000001,7.9,7.06,6.47,25.2,28.2969,0001608057,03104,0.4783,0,0,472194878.0,NH,MANCHESTER,2218801.0,0.3626,0.1209,0.6722,-2.66,247808563.0,52.23,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Long-Term Focus",Investment Advisor,2014-05-15 04:00:00 UTC,472194878.0,United States,2025-04-15
2451,"CURI RMB CAPITAL, LLC",(312) 993-5800,41,55,39,Mid,567.0,4055068198.0,25.7496,20.1372,-5.99,580.19,-4.54,581.66,2006-02-14 05:00:00 UTC,8.79,75.46,10.1,83.05,9.120000000000001,11.899999999999999,10.97,12.629999999999999,10.76,12.85,11.65,13.23,7.6,20.5231,0001332905,60606,-6.5611,0,0,4339809375.0,IL,CHICAGO,12917265.0,0.2815,0.1692,0.9503,-4.71,786111488.0,19.386,0.0,0.0,0.0,0.0,0.0,0.0,Long-Term Focus,"Investment Advisor,Hedge Fund",2006-02-14 05:00:00 UTC,4339809375.0,United States,2025-05-15
697382,"CURIO WEALTH, LLC",410-449-2599,,,,Micro,411.0,191975475.0,31.1436,63.3172,-0.74,1.44,-0.44,0.99,2025-02-10 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.0,0.7256,0002049201,21401,3.2526,0,0,185927978.0,MD,ANNAPOLIS,4156894.0,-0.4076,0.1146,0.636,,176426419.0,91.9,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-02-10 05:00:00 UTC,185927978.0,United States,2025-05-12
502877,"CURRAN FINANCIAL PARTNERS, LLC",843-300-1180,35,36,32,Small,108.0,407361530.0,18.5185,51.6193,-2.04,26.94,-1.05,32.4,2021-03-01 05:00:00 UTC,6.05,0.0,9.03,,6.75,,,,9.07,,,,5.1,9.46,0001843867,29492,6.9554,0,0,380870614.0,SC,DANIEL ISLAND,1199860.0,0.1679,0.1345,0.738,-5.5,375510444.0,92.181,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2021-03-01 05:00:00 UTC,380870614.0,United States,2025-04-21
463065,"CURTIS ADVISORY GROUP, LLC",805-963-6181,45,61,46,Small,103.0,340458038.0,9.7087,54.4559,-3.08,89.46,-3.36,101.27,2020-02-07 05:00:00 UTC,10.9,86.15,11.08,93.91,12.57,13.23,,,13.74,14.16,,,11.6,12.62,0001664656,93101,-9.9541,0,0,378094039.0,CA,SANTA BARBARA,625088.0,0.5472,0.1547,0.8762,-0.81,289553403.0,85.048,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor",Investment Advisor,2020-02-07 05:00:00 UTC,378094039.0,United States,2025-05-01
2831,"CUSHING ASSET MANAGEMENT, LP DBA NXG INVESTMENT MANAGEMENT",214.635.1662,83,88,75,Small,72.0,1623652706.0,20.8333,62.2186,-3.04,209.56,-3.41,194.93,2007-02-14 05:00:00 UTC,17.01,177.93,21.78,191.65,14.299999999999999,22.68,7.7700000000000005,3.0300000000000002,17.45,23.87,9.31,3.37,8.8,15.6066,0001329375,75206,7.0915,1,0,1516135413.0,TX,DALLAS,7861076.0,0.5012,0.1979,0.8625,-0.11,2597000.0,0.16,2597000.0,0.16,0.0,0.0,2597000.0,0.16,"ENERGY concentrated,Long-Term Focus,Low BETA Stock Focus,Value Investor","Investment Advisor,Hedge Fund",2007-02-14 05:00:00 UTC,1516135413.0,United States,2025-04-24
697223,"CUSHING CAPITAL PARTNERS, LLC",262-256-0590,,,,Micro,95.0,111316002.0,32.6316,38.3321,-2.16,-1.23,-1.74,-0.94,2025-02-07 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.7,0.7356,0002054827,53018,7.1374,0,0,103900196.0,WI,DELAFIELD,818958.0,-0.6429,0.0887,0.5153,,81438102.0,73.159,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-02-07 05:00:00 UTC,103900196.0,United States,2025-04-18
570504,CUSO FINANCIAL SERVICES L.P.,800-686-4724,,,,Small,648.0,1913254619.0,6.1728,22.4506,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,7.3,5.7269,0001926446,92131,,0,0,0.0,CA,SAN DIEGO,0.0,,,,,1594026792.0,83.315,0.0,0.0,0.0,0.0,0.0,0.0,"","",,0.0,United States,
555280,"CUSTOS FAMILY OFFICE, LLC",3035787024,27,35,28,Small,72.0,281949058.0,9.7222,66.1095,-1.32,11.6,-1.15,20.74,2022-02-09 05:00:00 UTC,7.54,0.0,8.84,,6.16,,,,8.42,,,,9.9,6.5522,0001904423,78759,-1.3567,0,0,285826737.0,TX,AUSTIN,136322.0,0.1157,0.1457,0.8008,-6.54,268580200.0,95.258,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor,Low BETA Stock Focus",Investment Advisor,2022-02-09 05:00:00 UTC,285826737.0,United States,2025-04-25
780,"CUTLER CAPITAL MANAGEMENT, LLC",508-757-4455,34,23,31,Small,124.0,287504950.0,11.2903,32.0801,-4.27,229.9,-3.37,398.94,2006-03-02 05:00:00 UTC,4.69,37.21,5.84,37.9,-2.76,6.529999999999999,3.6900000000000004,5.08,-2.2800000000000002,6.64,3.53,7.04,8.1,14.2308,0001353098,01608,0.1069,0,0,287198038.0,MA,WORCESTER,14022027.0,-0.4954,0.1455,0.5357,-13.14,14408022.0,5.011,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus,Value Investor,Extreme Conservative Investor,FINANCE concentrated","Investment Advisor,Hedge Fund",2006-03-02 05:00:00 UTC,287198038.0,United States,2025-05-14
781,CUTLER INVESTMENT COUNSEL LLC,541-770-9000,34,34,44,Small,137.0,832375692.0,9.4891,34.8564,1.73,518.54,1.51,463.82,2004-04-06 04:00:00 UTC,15.78,67.19,14.23,60.21,9.35,10.83,9.22,9.370000000000001,9.04,9.89,8.6,8.61,17.0,23.6617,0001285973,97530,3.5532,0,1,803814423.0,OR,JACKSONVILLE,1066778.0,0.351,0.1412,0.7461,-2.84,405054496.0,48.662,94578.0,0.011,94578.0,0.011,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus,ETF Investor",Investment Advisor,2004-04-06 04:00:00 UTC,803814423.0,United States,2025-05-08
783,"CUTTER & COMPANY BROKERAGE, INC.",636-537-8770,39,43,30,Small,243.0,422658723.0,38.6831,46.6776,-3.23,257.41,-1.26,276.65,2008-02-07 05:00:00 UTC,1.05,34.86,-0.88,57.07,5.050000000000001,6.16,6.710000000000001,8.55,6.890000000000001,9.45,8.84,9.86,16.0,18.4809,0001406995,63011,3.1266,0,0,409844524.0,MO,BALLWIN,2091153.0,0.0339,0.1588,0.9029,-7.89,50808428.0,12.021,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2008-02-07 05:00:00 UTC,409844524.0,United States,2025-05-01
660987,"CUTTER CAPITAL MANAGEMENT, LP",646-989-4200,,,,Micro,31.0,229647548.0,64.5161,62.8407,-16.13,-10.86,-14.76,-9.69,2024-02-14 05:00:00 UTC,-5.62,0.0,-4.84,,,,,,,,,,0.8,2.3333,0001983313,10019,-5.8968,0,0,244038058.0,NY,NEW YORK,6864837.0,-0.3712,0.2306,0.9248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2024-02-14 05:00:00 UTC,244038058.0,United States,2025-05-15
556427,CV ADVISORS LLC,3053585990,84,76,86,Small,44.0,284251468.0,40.9091,90.9244,-4.44,22.6,-3.86,46.31,2022-02-14 05:00:00 UTC,9.78,0.0,12.32,,12.64,,,,17.16,,,,8.7,5.2778,0001872254,33180,-1.1182,0,0,287465813.0,FL,AVENTURA,468173.0,0.3378,0.2538,1.3472,-4.93,182721639.0,64.282,0.0,0.0,0.0,0.0,0.0,0.0,"Mega-Cap Focus,FINANCE concentrated",Investment Advisor,2022-02-14 05:00:00 UTC,287465813.0,United States,2025-04-22
464273,"CVA FAMILY OFFICE, LLC",3032435611,,,,Small,1485.0,652382482.0,19.9327,35.6194,-1.56,69.97,-2.22,70.37,2020-02-18 05:00:00 UTC,7.87,70.3,7.12,70.18,10.08,11.24,,,8.99,11.219999999999999,,,12.5,10.4405,0001802084,80206,3.279,0,0,631670303.0,CO,DENVER,1099075.0,0.3465,0.1655,0.9242,-3.95,476154252.0,72.987,0.0,0.0,0.0,0.0,0.0,0.0,FINANCE concentrated,Investment Advisor,2020-02-18 05:00:00 UTC,631670303.0,United States,2025-04-16
496562,CVC CAPITAL PARTNERS VI LTD,44 1534 828 750,,,,Small,3.0,723830565.0,0.0,100.0,0.0,25.22,,44.96,2024-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,4.0,4.0,0001838970,JE1 1SG,,0,0,0.0,Y9,ST HELIER,0.0,0.1114,0.3067,2.1168,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",2024-02-14 05:00:00 UTC,0.0,JERSEY,
670219,CVC MANAGEMENT HOLDINGS II LTD.,44 1534 828 750,,,,Small,3.0,723830565.0,0.0,100.0,-16.96,-35.26,3.05,-9.03,2024-05-15 04:00:00 UTC,-35.26,0.0,-9.03,,,,,,,,,,4.0,4.0,0002023131,JE2 3BX,-18.3728,0,0,886751742.0,Y9,ST. HELIER,0.0,-0.6454,0.2906,1.4816,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",2024-05-15 04:00:00 UTC,886751742.0,JERSEY,2025-05-15
694311,CVFG LLC,317-398-8200,,,,Micro,94.0,109961564.0,9.5745,44.113,-2.4,-1.3,-3.52,-2.25,2025-01-15 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.9,0.9341,0002050974,46176,0.292,0,0,109641359.0,IN,SHELBYVILLE,139670.0,-0.4248,0.1349,0.7764,,67262513.0,61.169,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-01-15 05:00:00 UTC,109641359.0,United States,2025-04-23
310170,"CVI INVESTMENTS, INC.",345-949-8080,,,,Micro,129.0,212992274.0,14.7287,69.0169,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.1,3.1938,0001649553,KY1-1104,,2,0,0.0,E9,GRAND CAYMAN,0.0,,,,,0.0,0.0,4112562.0,1.931,0.0,0.0,4112562.0,1.931,"","",,0.0,CAYMAN ISLANDS,
8440,CVS HEALTH CORP,4017651500,,,,Micro,3.0,172676977.0,0.0,100.0,-10.27,-25.55,-3.12,31.18,2022-05-13 04:00:00 UTC,-8.59,0.0,10.05,,-4.72,,,,7.53,,,,11.3333,11.3333,0000064803,02895,-26.125,0,0,233742140.0,RI,WOONSOCKET,90000.0,-0.4537,0.2172,1.0551,-19.22,172231146.0,99.742,0.0,0.0,0.0,0.0,0.0,0.0,"Mega-Cap Focus,FINANCE concentrated,Low BETA Stock Focus,ETF Investor","",2022-05-13 04:00:00 UTC,233742140.0,United States,2025-05-02
554413,"CW ADVISORS, LLC",617-428-7600,,,,Mid,1137.0,8341187219.0,29.8153,18.1518,-2.1,31.47,-2.45,31.55,2022-02-04 05:00:00 UTC,12.05,0.0,12.73,,11.14,,,,11.33,,,,5.1,5.812,0001904976,02210,14.6489,0,0,7275415338.0,MA,BOSTON,36212885.0,0.4855,0.1403,0.7882,-1.46,3805068473.0,45.618,0.0,0.0,0.0,0.0,0.0,0.0,Low BETA Stock Focus,Investment Advisor,2022-02-04 05:00:00 UTC,7275415338.0,United States,2025-05-14
328469,"CWA ASSET MANAGEMENT GROUP, LLC",239-434-7434,37,52,41,Mid,632.0,2085766666.0,16.6139,27.1072,-1.72,202.63,-2.94,190.6,2016-02-16 05:00:00 UTC,25.11,87.23,20.75,81.9,15.14,13.36,11.86,,14.27,12.709999999999999,10.91,,1.6,1.7167,0001667134,34109,5.1673,4,0,1983285189.0,FL,NAPLES,9466108.0,0.8827,0.1286,0.7337,3.78,468242377.0,22.449,1674.0,0.0,0.0,0.0,1674.0,0.0,"Long-Term Focus,Low BETA Stock Focus","Investment Advisor,Hedge Fund",2016-02-16 05:00:00 UTC,1983285189.0,United States,2025-04-21
133317,"CWC ADVISORS, LLC.",503-968-0950,,,,Micro,146.0,175662872.0,22.6027,33.4206,-2.17,192.62,-2.92,207.28,2011-05-19 04:00:00 UTC,4.6,152.78,7.28,151.94,10.61,20.380000000000003,10.72,7.82,11.84,20.3,10.91,8.309999999999999,1.0,1.6159,0001520683,97035,75.211,0,0,100257879.0,OR,LAKE OSWEGO,1824245.0,0.4154,0.1532,0.3752,-1.51,108364445.0,61.689,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2011-05-19 04:00:00 UTC,100257879.0,United States,2025-04-24
248238,"CWM, LLC",888-321-0808,,,,Large,5297.0,25076377000.0,5.1727,22.4735,-1.67,147.87,-1.99,153.96,2013-11-14 05:00:00 UTC,9.01,60.32,8.9,58.54,7.9,9.9,8.23,7.290000000000001,8.38,9.65,8.260000000000002,7.3,7.1,16.8625,0001535847,68154,4.0724,7,2,24095130000.0,NE,OMAHA,74851174.0,0.2768,0.1272,0.7292,-3.93,17878653000.0,71.297,2046000.0,0.009,1155000.0,0.005,891000.0,0.004,"FINANCE concentrated,Long-Term Focus",Investment Advisor,2013-11-14 05:00:00 UTC,24095130000.0,United States,2025-05-01
463877,"CWS FINANCIAL ADVISORS, LLC",(269) 349-4600,48,67,36,Small,133.0,316665013.0,9.0226,65.7682,-2.28,86.45,-1.59,88.18,2020-02-14 05:00:00 UTC,8.66,85.6,10.74,83.15,10.99,13.170000000000002,,,13.950000000000001,12.870000000000001,,,8.6,9.3828,0001802459,49007,2.5264,0,0,308861778.0,MI,KALAMAZOO,223104.0,0.4325,0.1512,0.8422,-2.3,148300995.0,46.832,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2020-02-14 05:00:00 UTC,308861778.0,United States,2025-05-14
410691,CX INSTITUTIONAL,2609271830,,,,Mid,1207.0,2649126000.0,56.0895,22.6543,-1.58,39.33,-0.98,42.22,2018-07-12 04:00:00 UTC,7.04,47.49,8.1,48.54,6.619999999999999,8.08,,,6.950000000000001,8.23,,,8.2,6.7704,0001737089,46706,5.1978,0,0,2518234127.0,IN,AUBURN,11410023.0,0.1806,0.1184,0.667,-4.78,1658703000.0,62.613,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2018-07-12 04:00:00 UTC,2518234127.0,United States,2025-04-15
628582,CYBER HORNET ETFS LLC,8087234144,,,,Micro,134.0,98008792.0,10.4478,43.6113,-6.59,20.25,-5.43,23.36,2024-11-13 05:00:00 UTC,15.44,0.0,15.77,,,,,,,,,,4.6,4.4453,0001818014,33701,-5.9709,0,0,104232369.0,FL,SAINT PETERSBURG,23544.0,0.1633,0.1147,0.8044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2024-11-13 05:00:00 UTC,104232369.0,United States,2025-04-22
621867,"CYNDEO WEALTH PARTNERS, LLC",727-472-3700,,,,Small,482.0,1523343025.0,15.5602,21.127,-3.55,36.9,-3.08,35.88,2023-01-25 05:00:00 UTC,11.28,0.0,11.05,,,,,,,,,,5.6,6.1763,0001950947,33701,2.9755,0,0,1479326011.0,FL,ST. PETERSBURG,7624736.0,0.7285,0.0911,0.663,,563842786.0,37.014,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2023-01-25 05:00:00 UTC,1479326011.0,United States,2025-04-17
431437,"CYNOSURE GROUP, LLC",8015213500,73,76,62,Small,389.0,725680284.0,9.2545,50.0494,-2.74,180.2,-2.26,94.46,2019-02-14 05:00:00 UTC,11.54,180.67,9.59,129.92,14.81,22.919999999999998,,,12.02,18.12,,,5.5,4.5173,0001763409,84111,8.4281,0,0,669273134.0,UT,SALT LAKE CITY,2239971.0,0.6234,0.1795,0.7957,0.89,500160406.0,68.923,0.0,0.0,0.0,0.0,0.0,0.0,FINANCE concentrated,"Investment Advisor,Hedge Fund",2019-02-14 05:00:00 UTC,669273134.0,United States,2025-05-12
698439,CYPRESS ADVISORY GROUP LLC,775-322-4500,,,,Micro,64.0,109604683.0,10.9375,54.2589,-5.06,-3.58,-1.78,-1.37,2025-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.9,0.9344,0002056766,85254,0.845,0,0,108686281.0,AZ,SCOTTSDALE,133827.0,-1.7803,0.0372,0.1283,,27330390.0,24.935,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2025-02-14 05:00:00 UTC,108686281.0,United States,2025-04-17
786,CYPRESS CAPITAL GROUP,(561) 659-5889,41,63,37,Small,267.0,763598677.0,28.4644,36.4243,-1.65,421.69,-2.97,461.86,2006-02-15 05:00:00 UTC,15.69,88.47,11.99,98.43,13.669999999999998,13.51,12.950000000000001,11.39,14.92,14.69,14.04,12.23,21.5,36.3317,0001341748,33480,-6.3283,0,0,815186317.0,FL,PALM BEACH,1104353.0,0.7004,0.1334,0.7633,1.69,164296379.0,21.516,0.0,0.0,0.0,0.0,0.0,0.0,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2006-02-15 05:00:00 UTC,815186317.0,United States,2025-05-12
289222,CYPRESS CAPITAL MANAGEMENT LLC (WY),3076741770,,,,Micro,173.0,83685609.0,19.0751,52.9039,-0.01,38.41,-4.49,47.95,2015-02-17 05:00:00 UTC,7.78,41.84,10.37,55.49,7.71,7.24,5.029999999999999,3.01,8.62,9.229999999999999,7.359999999999999,3.8899999999999997,8.9,18.0736,0001633896,82801,-4.1961,0,0,87350923.0,WY,SHERIDAN,550335.0,0.2435,0.1459,0.6821,-2.37,20964433.0,25.051,0.0,0.0,0.0,0.0,0.0,0.0,Low BETA Stock Focus,Investment Advisor,2015-02-17 05:00:00 UTC,87350923.0,United States,2025-05-05
624431,CYPRESS CAPITAL MANAGEMENT LTD.,604-659-1850,,,,Small,99.0,970923285.0,0.0,67.3379,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,7.5,6.8586,0001964277,V6E 3P3,,0,0,0.0,A1,VANCOUVER,0.0,,,,,906277765.0,93.342,0.0,0.0,0.0,0.0,0.0,0.0,"",Hedge Fund,,0.0,Canada,
624430,CYPRESS CAPITAL MANAGEMENT US LTD,604-659-1850,,,,Micro,26.0,27025963.0,3.8462,65.8288,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,6.7,7.0769,0001964276,V6E 3P3,,0,0,0.0,A1,VANCOUVER,0.0,,,,,27025963.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,"",Hedge Fund,,0.0,Canada,
